P00044,7.91505519055809e-06
P00127,3.79020872245827e-05
P00128,3.79020872245827e-05
P00163,3.79020872245827e-05
P00358,8.60836852731341e-06
P00359,0.000220852076504134
P00360,4.6873632100387e-06
P00401,2.2011947181054e-05
P00410,2.2011947181054e-05
P00420,2.2011947181054e-05
P00425,2.2011947181054e-05
P00427,2.2011947181054e-05
P00431,7.92862105860366e-07
P00498,1.43402752677364e-05
P00549,4.15577446397696e-05
P00560,0.00037335354093497
P00812,2.61093716258677e-07
P00815,1.29241190578525e-05
P00817,6.57482339978836e-05
P00830,6.51930268216369e-05
P00854,2.17310089405456e-05
P00856,2.17310089405456e-05
P00899,2.10009355268831e-06
P00924,0.000171777504148636
P00925,0.000264501104366915
P00927,9.16740476949906e-06
P00931,1.08810728373795e-05
P00937,3.53338862093818e-06
P00942,0.000283118371736836
P00950,0.000163515838574585
P00958,2.13798395107337e-06
P03962,2.24066928122289e-06
P03965,2.32538953843527e-05
P04037,2.2011947181054e-05
P04039,4.40238943621079e-05
P04046,2.44915408101074e-06
P04076,1.76543922962787e-05
P04161,7.81609073709661e-07
P04173,2.21878991328991e-05
P04801,2.47911008837756e-06
P04802,4.25644985857016e-06
P04803,1.78883239210421e-07
P04806,2.15446680288286e-05
P04807,1.34586492434061e-05
P05150,3.9081235263075e-05
P05373,7.05791082047061e-06
P05626,4.34620178810913e-05
P06106,8.32674623486285e-05
P06168,0.000129336111756796
P06169,9.82456498653848e-05
P06633,3.06735976700429e-06
P06785,6.65352931186491e-07
P07143,3.79020872245827e-05
P07149,3.93022753263491e-05
P07170,1.78658316591287e-05
P07172,2.13714507012596e-06
P07244,1.20613059382082e-05
P07245,7.67061480984246e-06
P07246,1.02094727047641e-05
P07251,6.51930268216369e-05
P07255,2.2011947181054e-05
P07256,3.79020872245827e-05
P07257,3.79020872245827e-05
P07258,3.01970635342036e-07
P07259,1.17103023463401e-05
P07264,9.32494219819057e-06
P07275,3.29439878262685e-06
P07277,4.49040628341337e-06
P07283,8.2594495919665e-06
P07284,1.50401187794627e-05
P07285,1.77553656673791e-06
P07342,2.90198329755209e-05
P07702,8.96512217740403e-07
P07807,4.61066526206846e-07
P07991,6.47930954147163e-06
P08067,3.79020872245827e-05
P08417,5.45287483955749e-06
P08425,1.69115803020162e-07
P08524,1.91357391136445e-05
P08525,3.79020872245827e-05
P08536,1.98473929231842e-05
P08566,2.7092715486037e-06
P09436,5.39501819342e-06
P09440,3.52601657505801e-07
P09457,4.34620178810913e-05
P09624,1.16871323946129e-05
P09938,4.93831430637088e-05
P09950,1.28456754794094e-06
P10174,2.2011947181054e-05
P10659,3.90165088595798e-06
P10869,8.16387754647087e-06
P10963,4.63661346205324e-07
P11154,1.34051380356383e-05
P11325,1.02308141392572e-07
P11353,1.0155380472619e-06
P11412,7.57869016289089e-06
P12695,8.98452055886075e-06
P13188,1.78621747298374e-06
P13259,4.0614607966307e-07
P13663,8.81632706155401e-06
P14020,1.54803667696837e-05
P14065,1.35598852357523e-05
P14540,0.000186015127440656
P14742,3.5402372993731e-06
P14843,7.01117800650289e-06
P15019,5.98924583200787e-05
P15180,8.70311098666621e-06
P15274,4.80392351426936e-07
P15454,7.87269272702015e-06
P15496,1.24119734622325e-06
P15624,7.10392363432654e-06
P15625,3.22582241742383e-06
P15700,3.45591706093832e-06
P15703,5.95175601136024e-05
P15807,1.24470997842184e-06
P16120,2.00455322122195e-05
P16140,7.10164707065763e-06
P16387,9.89193615833425e-06
P16451,2.35639583362971e-06
P16467,1.80943314441458e-06
P16550,2.03262627334313e-06
P16603,3.66404946925964e-07
P16622,3.92955696962498e-07
P16661,1.90816809855526e-07
P16862,4.73679618855728e-06
P17255,5.62347646803763e-06
P17423,6.19225680990841e-07
P17505,6.67737032709592e-05
P17649,1.99281165743551e-06
P17695,1.06575472361094e-05
P17709,2.80655692762043e-05
P18408,2.38117936315141e-06
P18544,4.51902545687712e-06
P18562,2.30691683168124e-06
P18900,1.61937442189089e-07
P19097,1.68876149035511e-05
P19262,1.66883615287978e-05
P19358,6.3429552539437e-05
P19414,3.3483252498229e-05
P20049,4.41517084707064e-07
P20051,2.17397846127113e-06
P20485,9.60808656597887e-07
P20967,1.42214940682165e-05
P21264,3.0501645294951e-06
P21306,2.17310089405456e-05
P21801,8.62480196251863e-06
P22133,2.59568569763614e-06
P22203,1.71944612554983e-05
P22217,8.54652599538797e-06
P22289,3.79020872245827e-05
P22434,1.24293347793794e-06
P22768,2.55339542557558e-05
P22803,1.41556945792848e-06
P23254,2.18480503850231e-05
P23542,1.67241313824765e-05
P23776,4.18637205216719e-06
P24521,4.05094479577397e-07
P25045,8.30678260927578e-07
P25087,3.28448599811476e-05
P25340,6.67694075878933e-07
P25372,7.91570537573661e-06
P25373,9.39684865841941e-06
P25605,1.96285598052401e-05
P26263,5.42873894285809e-06
P26637,4.32673803612549e-06
P27472,1.67855039948508e-06
P27616,2.30352291246066e-05
P27697,2.07373444515415e-07
P27810,6.65990463908249e-07
P28240,5.12513844382471e-06
P28241,1.97894751429663e-05
P28272,4.42188030346124e-06
P28321,3.08114751493908e-06
P28777,5.0538932506697e-06
P28789,1.14641438058936e-06
P28834,4.06444704186458e-05
P29509,8.16406045477534e-06
P29703,2.99198897245532e-07
P29704,2.89000926817408e-06
P29952,1.3112684560801e-05
P30624,7.0651487314895e-06
P30902,2.17310089405456e-05
P30952,2.13090826580418e-06
P31116,2.93868909178207e-05
P31373,2.43243839808756e-05
P31412,1.03197684710466e-05
P31688,4.65856101068129e-07
P32178,7.91443875623959e-07
P32179,6.60153038460171e-06
P32191,1.04083012044508e-05
P32263,5.46894683259025e-06
P32264,1.20712700438687e-06
P32288,1.6964427974652e-07
P32316,1.59398170639573e-05
P32327,2.76443559969968e-06
P32340,2.93200731872664e-05
P32347,2.5686815454154e-06
P32353,4.21347007482312e-07
P32356,5.16947690793274e-07
P32366,2.36959118790061e-06
P32368,1.31123756563687e-06
P32377,1.64117818577718e-05
P32419,2.00128982220585e-05
P32449,2.97299489506458e-06
P32451,3.39241792207807e-07
P32452,1.24138651963534e-06
P32463,3.24834400477617e-06
P32469,7.98102689636564e-06
P32473,4.90412738329669e-05
P32476,1.18380172168211e-05
P32477,3.98217334621381e-07
P32563,2.64443288995366e-06
P32582,1.62775067909842e-05
P32604,8.13844197179222e-07
P32610,8.84152150293505e-08
P32614,5.18216861154378e-06
P32626,8.75757743137418e-07
P32642,6.93813131822617e-07
P32643,1.20429001015109e-06
P32771,4.12937968583331e-07
P32799,2.2011947181054e-05
P32861,9.82184996618106e-06
P32891,4.19585793350402e-06
P32895,4.46659919454454e-07
P33315,4.9996237835129e-07
P33317,4.40210020487179e-06
P33327,2.26493767079074e-06
P33330,1.16213335688982e-05
P33333,4.87946397553848e-07
P33401,1.09826197417257e-06
P33421,8.62480196251863e-06
P33734,7.27225566827281e-06
P33775,2.8329966320249e-08
P34227,5.99586287467914e-06
P35196,2.55881339744155e-07
P35202,2.66862975310746e-07
P36010,3.370865013453e-05
P36013,1.03713476283927e-06
P36136,4.70958293162446e-08
P36150,8.18471398180362e-07
P36421,8.0461113074455e-06
P37012,6.78960810011557e-06
P37291,2.51506994286722e-05
P37292,1.73712538217384e-06
P37298,8.62480196251863e-06
P37299,3.79020872245827e-05
P37303,6.98103546107155e-07
P38009,4.95262811843798e-05
P38013,1.59313207550497e-05
P38066,6.44702908673253e-07
P38067,1.93280692646003e-07
P38071,8.88444829434653e-06
P38074,8.29034950620569e-07
P38075,1.44770292617459e-05
P38077,2.17310089405456e-05
P38113,1.55724689251609e-06
P38115,9.41563223743018e-06
P38122,5.80575322393399e-07
P38145,2.06942234086257e-06
P38169,1.18664300284477e-06
P38221,6.18679008161752e-07
P38286,1.3372757084255e-06
P38426,4.43993791914213e-07
P38620,1.25949860030775e-07
P38625,1.5855865831726e-05
P38628,4.6339193868906e-07
P38689,8.68121436262925e-06
P38707,9.73699891913252e-06
P38708,3.16471604797129e-06
P38710,5.56390309692969e-07
P38715,3.54461870662276e-06
P38787,6.85925719787587e-07
P38791,1.56894427210481e-06
P38795,2.88783522456133e-06
P38812,1.70746441135005e-07
P38816,7.16240494907676e-07
P38840,2.46719415847359e-06
P38858,5.04492143325144e-06
P38891,1.64246690939119e-05
P38913,5.70794383242522e-07
P38972,1.2081118663669e-05
P38986,3.17550660438998e-08
P38999,1.04329503219315e-05
P39111,7.40842327042631e-07
P39522,1.4961884403607e-05
P39525,5.9447811751372e-07
P39683,3.16181375138338e-06
P39692,1.09965604900105e-05
P39714,2.75547366872157e-06
P39726,1.11293009118977e-05
P39954,8.24262090924041e-05
P39976,4.87704097144314e-06
P40017,1.08660548885059e-06
P40047,5.26264836390857e-06
P40054,4.04688923057148e-06
P40106,6.74877239764085e-07
P40215,5.69331813753259e-06
P40459,1.33380139873152e-06
P40471,5.2911194025254e-06
P40495,3.68724397533172e-06
P40506,1.00567373122758e-06
P40510,1.61933964502407e-06
P40553,3.17085635381074e-07
P40970,3.9516688889506e-07
P41277,5.68975634541925e-06
P41338,4.92117621550253e-06
P41734,1.26953709602861e-06
P41835,2.06949175334798e-07
P41903,2.05701240500092e-06
P41911,5.48217101331036e-06
P41921,3.56522927688014e-06
P41939,5.89425333795515e-07
P41940,1.84108576071145e-05
P42826,9.17859494782789e-07
P42941,1.56198548558183e-06
P43123,2.57632340599819e-06
P43550,3.36031254502689e-08
P43567,6.96068445812865e-06
P43577,2.38116369870644e-07
P43619,4.47591540057583e-06
P46151,7.53883141519363e-07
P46367,0.000401928362351093
P46681,2.0152553591396e-06
P46969,3.13081576860198e-06
P46971,9.52711536754425e-07
P47039,1.82594038869261e-06
P47052,8.62480196251863e-06
P47096,1.59920441576106e-07
P47125,4.23809076014396e-08
P47143,1.96744269950646e-05
P47164,1.04566767746502e-07
P47165,2.61336308868163e-06
P47169,9.89094003898981e-06
P47176,6.46698161492228e-06
P47771,3.22405000018429e-07
P47912,3.19161476828131e-06
P48015,1.06306849565639e-05
P48525,6.88588739880092e-08
P48527,2.90456764950229e-07
P48567,6.66191607177998e-08
P48570,1.21906253595325e-05
P48836,9.74387868953547e-07
P49017,1.27935866959466e-06
P49089,6.81321450107452e-06
P49090,4.98918098233808e-06
P49095,5.34198145044382e-07
P49367,5.87934593475772e-06
P49435,9.55912028101895e-06
P49723,1.55069211087375e-05
P49775,8.55655785048545e-07
P50094,2.26015851958516e-07
P50107,9.8224925920198e-07
P51601,1.71396693324046e-06
P52489,8.64919768335771e-07
P52893,1.34245832709063e-06
P52910,2.92114865566678e-05
P53045,5.02067506921431e-05
P53090,8.13650831852738e-06
P53101,9.36734222425072e-07
P53128,1.47958750926343e-06
P53184,2.72862299227293e-05
P53199,1.92089248927838e-06
P53312,4.83052174304178e-06
P53629,6.3849088536899e-07
P53753,7.295271356998e-07
P53848,9.35092876620135e-08
P53852,1.1450374426491e-06
P53909,4.38487377687271e-07
P53915,1.02892038494234e-07
P54113,3.26496562772123e-06
P54114,4.43017547411065e-07
P54115,0.000121513359411814
P54781,1.72511723258398e-06
P54783,1.23657989484109e-06
P54838,2.47219041236627e-06
P54839,1.09748105605018e-05
P54885,1.52448303771048e-06
P61829,0.000108655044702728
P80210,1.81077115404066e-05
P80235,4.3611700340137e-06
P81450,8.03276400624532e-06
Q00055,1.36300918341194e-06
Q00711,3.17785299772971e-06
Q00764,9.66406101419367e-06
Q01217,1.30891386617394e-05
Q01519,2.2011947181054e-05
Q01802,2.81080778158791e-07
Q02046,2.63286879032821e-06
Q02196,2.38128209490286e-05
Q02784,8.91875551478602e-06
Q02979,4.07514887343087e-08
Q03266,6.36469126175803e-07
Q03677,2.67636912379602e-07
Q03941,4.15465882550254e-06
Q04066,8.87199975576993e-07
Q04120,2.18241515334627e-06
Q04178,1.89662389765287e-05
Q04212,8.65812252970005e-07
Q04430,8.33970089462172e-07
Q04728,3.60710820020068e-06
Q04894,7.93200859027431e-06
Q05016,1.13454800061744e-05
Q05506,7.2440473863081e-06
Q05567,9.73298955166257e-07
Q05584,1.35003891371402e-06
Q05788,2.94398784434783e-06
Q05874,1.15855018047535e-06
Q05911,4.28823103423671e-05
Q05979,7.88288732764133e-07
Q06405,3.94929176986258e-06
Q06408,1.63914254618418e-07
Q06892,5.88901564767267e-08
Q07938,2.3957178010049e-07
Q08220,1.17949463404476e-06
Q08645,5.79293071479191e-07
Q10740,7.27690013819027e-07
Q12068,7.72649558479485e-06
Q12074,4.14850229208059e-05
Q12109,1.54017287792216e-06
Q12122,2.32064593635926e-05
Q12154,9.48313026626975e-06
Q12165,2.17310089405456e-05
Q12166,1.69914443751291e-07
Q12189,3.11232721242891e-06
Q12211,9.72919880097032e-07
Q12233,6.22580873150245e-07
Q12265,1.86953349523882e-06
Q12271,3.26454386060214e-07
Q12283,9.89503973519297e-07
Q12349,3.97647456072302e-06
Q12428,3.77849217926242e-06
Q12452,2.44467022354205e-06
Q12455,4.91297742964439e-07
Q12458,2.18378506498608e-06
Q12680,2.27487174242294e-06
Q6Q547,1.28950156326749e-07
Q99258,2.82399799725082e-05
Q99312,5.94123085238054e-07

